repository_name,repository_owner,file_name,file_creator,all_creator_names,line_count,created_by,creation_date,commit_count
crewAIInc/crewAI,crewAIInc,docs/ko/learn/custom-llm.mdx,Daniel Barreto,"['Daniel Barreto', 'GitHub']",350,Human,2025-08-12T22:58:12+00:00,2
crewAIInc/crewAI,crewAIInc,tests/cassettes/test_gemini_models[gemini-gemini-2.0-flash-thinking-exp-01-21].yaml,Kunal Lunia,"['Kunal Lunia', 'GitHub']",58,Human,2025-04-23T18:20:32+00:00,2
crewAIInc/crewAI,crewAIInc,tests/experimental/evaluation/test_experiment_runner.py,Lucas Gomide,"['Lucas Gomide', 'GitHub']",197,Human,2025-07-14T13:06:45+00:00,2
crewAIInc/crewAI,crewAIInc,tests/cassettes/test_gemma3[gemini-gemma-3-1b-it].yaml,Kunal Lunia,"['Kunal Lunia', 'GitHub']",60,Human,2025-04-23T18:20:32+00:00,2
crewAIInc/crewAI,crewAIInc,tests/cassettes/test_task_without_allow_crewai_trigger_context.yaml,Lucas Gomide,"['Lucas Gomide', 'GitHub']",154,Human,2025-08-18T21:57:21+00:00,2
crewAIInc/crewAI,crewAIInc,docs/how-to/langfuse-observability.mdx,Jannik Maierhöfer,['Jannik Maierhöfer'],98,Human,2025-02-11T11:52:49+00:00,6
crewAIInc/crewAI,crewAIInc,docs/ko/guides/advanced/fingerprinting.mdx,Daniel Barreto,"['Daniel Barreto', 'GitHub']",133,Human,2025-08-12T22:58:12+00:00,2
crewAIInc/crewAI,crewAIInc,docs/tools/bedrockinvokeagenttool.mdx,Tony Kipkemboi,"['Tony Kipkemboi', 'GitHub']",187,Human,2025-03-24T16:06:50+00:00,2
docling-project/docling,docling-project,tests/data/tiff/2206.01062.tif,Copilot,"['Copilot', 'GitHub']",16543,AI,2025-07-23T07:55:40+00:00,1
docling-project/docling,docling-project,tests/data/groundtruth/docling_v1/multi_page.doctags.txt,Pedro Ribeiro,"['Pedro Ribeiro', 'GitHub']",55,Human,2025-05-19T13:26:00+00:00,2
microsoft/ai-agents-for-beginners,microsoft,translations/tw/10-ai-agents-production/README.md,skytin1004,['skytin1004'],68,Human,2025-02-14T00:27:15+00:00,6
binarywang/WxJava,binarywang,.github/copilot-instructions.md,Copilot,"['Copilot', 'GitHub']",198,AI,2025-08-08T10:18:39+00:00,2
binarywang/WxJava,binarywang,weixin-java-pay/src/test/java/com/github/binarywang/wxpay/service/impl/WxPayServiceApacheHttpImplConnectionPoolTest.java,Copilot,"['Copilot', 'GitHub']",86,AI,2025-08-08T09:47:20+00:00,1
binarywang/WxJava,binarywang,weixin-java-pay/CONNECTION_POOL.md,Copilot,"['Copilot', 'GitHub']",67,AI,2025-08-08T09:47:20+00:00,1
binarywang/WxJava,binarywang,weixin-java-cp/src/test/java/me/chanjar/weixin/cp/config/impl/DemoToStringFix.java,Copilot,"['Copilot', 'GitHub']",66,AI,2025-07-24T08:39:56+00:00,1
binarywang/WxJava,binarywang,NEW_TRANSFER_API_SUPPORT.md,Copilot,"['Copilot', 'GitHub']",129,AI,2025-07-24T08:43:23+00:00,1
binarywang/WxJava,binarywang,weixin-java-pay/src/main/java/com/github/binarywang/wxpay/bean/result/BaseWxPayV3Result.java,Copilot,"['Copilot', 'GitHub']",42,AI,2025-08-08T09:25:40+00:00,1
binarywang/WxJava,binarywang,weixin-java-pay/src/test/java/com/github/binarywang/wxpay/service/impl/ConnectionPoolUsageExampleTest.java,Copilot,"['Copilot', 'GitHub']",61,AI,2025-08-08T09:47:20+00:00,1
binarywang/WxJava,binarywang,weixin-java-common/src/test/java/me/chanjar/weixin/common/util/http/apache/SSLConfigurationTest.java,Copilot,"['Copilot', 'GitHub']",116,AI,2025-07-25T03:41:06+00:00,1
binarywang/WxJava,binarywang,weixin-java-pay/src/test/java/com/github/binarywang/wxpay/bean/marketing/FavorStocksGetResultTest.java,Copilot,"['Copilot', 'GitHub']",164,AI,2025-08-08T09:25:40+00:00,1
binarywang/WxJava,binarywang,weixin-java-pay/src/main/java/com/github/binarywang/wxpay/example/NewTransferApiExample.java,Copilot,"['Copilot', 'GitHub']",249,AI,2025-07-24T08:43:23+00:00,1
binarywang/WxJava,binarywang,weixin-java-channel/src/main/java/me/chanjar/weixin/channel/bean/product/AfterSaleInfo.java,Boris,"['Boris', 'GitHub']",22,Human,2024-05-08T16:21:51+00:00,1
binarywang/WxJava,binarywang,weixin-java-channel/src/main/java/me/chanjar/weixin/channel/bean/order/OrderCustomInfo.java,Zeyes Lee,"['Zeyes Lee', 'GitHub']",33,Human,2025-05-22T07:07:25+00:00,1
binarywang/WxJava,binarywang,weixin-java-channel/src/main/java/me/chanjar/weixin/channel/api/impl/WxChannelBrandServiceImpl.java,Zeyes Lee,"['Zeyes Lee', 'Binary Wang']",98,Human,2023-05-11T12:20:48+00:00,2
binarywang/WxJava,binarywang,spring-boot-starters/wx-java-miniapp-multi-spring-boot-starter/README.md,monch,"['monch', 'GitHub']",96,Human,2024-09-08T08:06:54+00:00,1
binarywang/WxJava,binarywang,weixin-java-miniapp/src/main/java/cn/binarywang/wx/miniapp/bean/xpay/WxMaXPayGetComplaintListRequest.java,Farahani,"['Farahani', 'GitHub']",36,Human,2025-07-24T07:29:25+00:00,1
binarywang/WxJava,binarywang,weixin-java-channel/src/main/java/me/chanjar/weixin/channel/bean/warehouse/UpdateLocationParam.java,Zeyes Lee,"['Zeyes Lee', 'Binary Wang']",29,Human,2023-05-11T12:20:48+00:00,1
binarywang/WxJava,binarywang,solon-plugins/wx-java-mp-multi-solon-plugin/README.md,西东,"['西东', 'GitHub']",100,Human,2024-09-02T09:18:56+00:00,1
binarywang/WxJava,binarywang,weixin-java-open/src/main/java/me/chanjar/weixin/open/api/impl/WxOpenMaAuthAndIcpServiceImpl.java,痴货,"['痴货', 'Binary Wang']",40,Human,2025-07-16T11:47:11+00:00,1
binarywang/WxJava,binarywang,weixin-java-pay/src/main/java/com/github/binarywang/wxpay/exception/WxSignTestException.java,je45,"['je45', 'GitHub']",31,Human,2024-11-29T08:29:37+00:00,1
binarywang/WxJava,binarywang,weixin-java-channel/src/test/java/me/chanjar/weixin/channel/api/impl/WxFinderLiveServiceImplTest.java,杨镇涛,"['杨镇涛', 'GitHub']",68,Human,2024-01-29T16:00:32+00:00,1
microsoft/WSL,microsoft,.github/copilot-instructions.md,Copilot,"['Copilot', 'GitHub']",218,AI,2025-08-07T21:24:23+00:00,1
microsoft/WSL,microsoft,img/networkinglog1.gif,Craig Loewen,['Craig Loewen'],0,Human,2019-08-28T22:48:45+00:00,2
