repository_name,file_name,file_creators,file_created_by,file_line_count,file_creation_date,file_commit_count,commit_hash,commit_authors,commit_created_by,commit_changed_lines,commit_date,commit_classification,file_specific_changed_lines
Tencent/ncnn,tools/pnnx/tests/test_transformers_blenderbot_attention.py,"nihui, GitHub",Human,69,2025-05-20T06:21:11+00:00,3,171b9d1bba971f5866c9c8677d4b7076457f834a,"nihui, GitHub",Human,52701,2025-07-08T03:01:29+00:00,docs,0
Tencent/ncnn,tools/pnnx/tests/test_transformers_blenderbot_attention.py,"nihui, GitHub",Human,69,2025-05-20T06:21:11+00:00,3,5f056b8fee3325cd420e20e6c4f3ae53421f05a6,"nihui, GitHub",Human,6650,2025-05-20T06:21:11+00:00,ci,69
Tencent/ncnn,tests/test_crop_3.cpp,"nihui, GitHub",Human,121,2025-04-14T11:43:50+00:00,2,171b9d1bba971f5866c9c8677d4b7076457f834a,"nihui, GitHub",Human,52701,2025-07-08T03:01:29+00:00,docs,15
Tencent/ncnn,tests/test_crop_3.cpp,"nihui, GitHub",Human,121,2025-04-14T11:43:50+00:00,2,39c055d7f2bdcdbd6dcd328eb80e85b16e1405fa,"nihui, GitHub",Human,2795,2025-04-14T11:43:50+00:00,refactor,121
Tencent/ncnn,tools/pnnx/src/pass_level2/torch_logical_not.cpp,"nihui, GitHub",Human,40,2025-05-20T06:21:11+00:00,2,171b9d1bba971f5866c9c8677d4b7076457f834a,"nihui, GitHub",Human,52701,2025-07-08T03:01:29+00:00,docs,15
Tencent/ncnn,tools/pnnx/src/pass_level2/torch_logical_not.cpp,"nihui, GitHub",Human,40,2025-05-20T06:21:11+00:00,2,5f056b8fee3325cd420e20e6c4f3ae53421f05a6,"nihui, GitHub",Human,6650,2025-05-20T06:21:11+00:00,ci,40
Tencent/ncnn,tools/pnnx/src/pass_level5/fuse_transformers_scaled_dot_product_attention.h,"nihui, GitHub",Human,21,2025-05-20T06:21:11+00:00,2,171b9d1bba971f5866c9c8677d4b7076457f834a,"nihui, GitHub",Human,52701,2025-07-08T03:01:29+00:00,docs,15
Tencent/ncnn,tools/pnnx/src/pass_level5/fuse_transformers_scaled_dot_product_attention.h,"nihui, GitHub",Human,21,2025-05-20T06:21:11+00:00,2,5f056b8fee3325cd420e20e6c4f3ae53421f05a6,"nihui, GitHub",Human,6650,2025-05-20T06:21:11+00:00,ci,21
Tencent/ncnn,tools/pnnx/tests/test_transformers_fsmt_attention.py,"nihui, GitHub",Human,68,2025-05-20T06:21:11+00:00,2,171b9d1bba971f5866c9c8677d4b7076457f834a,"nihui, GitHub",Human,52701,2025-07-08T03:01:29+00:00,docs,0
Tencent/ncnn,tools/pnnx/tests/test_transformers_fsmt_attention.py,"nihui, GitHub",Human,68,2025-05-20T06:21:11+00:00,2,5f056b8fee3325cd420e20e6c4f3ae53421f05a6,"nihui, GitHub",Human,6650,2025-05-20T06:21:11+00:00,ci,68
Tencent/ncnn,tools/pnnx/tests/test_transformers_pegasus_attention.py,"nihui, GitHub",Human,68,2025-05-20T06:21:11+00:00,3,8903f443aa4d63526c29c891c666cd7e0d81e3e3,"nihui, GitHub",Human,2637,2025-10-27T03:41:12+00:00,ci,7
Tencent/ncnn,tools/pnnx/tests/test_transformers_pegasus_attention.py,"nihui, GitHub",Human,68,2025-05-20T06:21:11+00:00,3,171b9d1bba971f5866c9c8677d4b7076457f834a,"nihui, GitHub",Human,52701,2025-07-08T03:01:29+00:00,docs,0
Tencent/ncnn,tools/pnnx/tests/test_transformers_pegasus_attention.py,"nihui, GitHub",Human,68,2025-05-20T06:21:11+00:00,3,5f056b8fee3325cd420e20e6c4f3ae53421f05a6,"nihui, GitHub",Human,6650,2025-05-20T06:21:11+00:00,ci,68
Tencent/ncnn,src/layer/arm/groupnorm_arm_asimdhp.cpp,"hanzh, GitHub",Human,295,2025-06-04T11:30:23+00:00,2,171b9d1bba971f5866c9c8677d4b7076457f834a,"nihui, GitHub",Human,52701,2025-07-08T03:01:29+00:00,docs,15
Tencent/ncnn,src/layer/arm/groupnorm_arm_asimdhp.cpp,"hanzh, GitHub",Human,295,2025-06-04T11:30:23+00:00,2,78b2e6872826110d8c0d527b6581110d3e050e17,"hanzh, GitHub",Human,869,2025-06-04T11:30:23+00:00,perf,295
dotnet/core,release-notes/10.0/preview/preview5/aspnetcore.md,"Copilot, GitHub",AI,170,2025-06-07T05:09:32+00:00,2,215900a2bdfc482fc063974d962979720a23ef7c,"James Montemagno, GitHub",Human,2256,2025-06-10T16:57:27+00:00,docs,2
dotnet/core,release-notes/10.0/preview/preview5/aspnetcore.md,"Copilot, GitHub",AI,170,2025-06-07T05:09:32+00:00,2,778316883cf6a80dfa58078571ad2e6ff6a1f771,"Copilot, GitHub",AI,170,2025-06-07T05:09:32+00:00,docs,170
dotnet/core,release-notes/10.0/preview/preview4/api-diff/Microsoft.NETCore.App/10.0-preview4.md,"Carlos Sánchez López, GitHub",Human,16,2025-05-21T21:36:46+00:00,2,a8e850539f11e44ed6d28c5026983689ee7a4b0d,"Eric StJohn, GitHub",Human,6549,2025-08-04T15:42:36+00:00,docs,1
dotnet/core,release-notes/10.0/preview/preview4/api-diff/Microsoft.NETCore.App/10.0-preview4.md,"Carlos Sánchez López, GitHub",Human,16,2025-05-21T21:36:46+00:00,2,247b82d462e5e29f1811d196d564ae4f0798e3fd,"Carlos Sánchez López, GitHub",Human,848,2025-05-21T21:36:46+00:00,docs,16
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences1.js,"Copilot, GitHub",AI,65,2025-06-12T15:06:00+00:00,4,869519d91b54cea484f2356dfb56c8f6ce3d719b,"Anders Hejlsberg, GitHub",Human,4361,2025-09-17T06:18:43+00:00,feat,1
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences1.js,"Copilot, GitHub",AI,65,2025-06-12T15:06:00+00:00,4,72edb9e527d5546e395520e49e9985a206207b7e,"Sheetal Nandi, GitHub",Human,937,2025-08-15T04:15:35+00:00,test,1
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences1.js,"Copilot, GitHub",AI,65,2025-06-12T15:06:00+00:00,4,5e6bd1efcfb0020fc221d06492248db780d68eb1,"Sheetal Nandi, GitHub",Human,18090,2025-07-24T04:11:44+00:00,feat,115
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences1.js,"Copilot, GitHub",AI,65,2025-06-12T15:06:00+00:00,4,e39346aaa6a2a5a015cb476967d9928f947b4240,"Copilot, GitHub",AI,578,2025-06-12T15:06:00+00:00,refactor,65
microsoft/typescript-go,testdata/baselines/reference/compiler/parameterPropertyWithDefaultValueExtended.types,"Copilot, GitHub",AI,50,2025-07-30T14:58:40+00:00,1,5d60697c96dff9a05201a477d8ea069ff075e69d,"Copilot, GitHub",AI,357,2025-07-30T14:58:40+00:00,fix,50
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12T15:06:00+00:00,7,7fbbe042e1f47171fc70146f22b3635b3ba55a72,"Sheetal Nandi, GitHub",Human,122375,2025-08-21T23:33:03+00:00,build,12
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12T15:06:00+00:00,7,72edb9e527d5546e395520e49e9985a206207b7e,"Sheetal Nandi, GitHub",Human,937,2025-08-15T04:15:35+00:00,test,2
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12T15:06:00+00:00,7,18bc2205ee6a234ee2351789a60f814c38904699,"Sheetal Nandi, GitHub",Human,669,2025-08-12T18:43:11+00:00,refactor,8
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12T15:06:00+00:00,7,62d310aab9474c41241f9daddfe39985f77a8997,"Jake Bailey, GitHub",Human,1997,2025-08-04T17:22:42+00:00,build,20
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12T15:06:00+00:00,7,e4e03ca27098c32ac9daa08b94ade2a191c959b9,"Jake Bailey, GitHub",Human,5392,2025-07-31T06:59:28+00:00,build,10
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12T15:06:00+00:00,7,5e6bd1efcfb0020fc221d06492248db780d68eb1,"Sheetal Nandi, GitHub",Human,18090,2025-07-24T04:11:44+00:00,feat,165
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12T15:06:00+00:00,7,e39346aaa6a2a5a015cb476967d9928f947b4240,"Copilot, GitHub",AI,578,2025-06-12T15:06:00+00:00,refactor,60
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12T15:06:00+00:00,7,7fbbe042e1f47171fc70146f22b3635b3ba55a72,"Sheetal Nandi, GitHub",Human,122375,2025-08-21T23:33:03+00:00,build,12
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12T15:06:00+00:00,7,72edb9e527d5546e395520e49e9985a206207b7e,"Sheetal Nandi, GitHub",Human,937,2025-08-15T04:15:35+00:00,test,2
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12T15:06:00+00:00,7,18bc2205ee6a234ee2351789a60f814c38904699,"Sheetal Nandi, GitHub",Human,669,2025-08-12T18:43:11+00:00,refactor,8
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12T15:06:00+00:00,7,62d310aab9474c41241f9daddfe39985f77a8997,"Jake Bailey, GitHub",Human,1997,2025-08-04T17:22:42+00:00,build,20
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12T15:06:00+00:00,7,e4e03ca27098c32ac9daa08b94ade2a191c959b9,"Jake Bailey, GitHub",Human,5392,2025-07-31T06:59:28+00:00,build,10
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12T15:06:00+00:00,7,5e6bd1efcfb0020fc221d06492248db780d68eb1,"Sheetal Nandi, GitHub",Human,18090,2025-07-24T04:11:44+00:00,feat,157
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12T15:06:00+00:00,7,e39346aaa6a2a5a015cb476967d9928f947b4240,"Copilot, GitHub",AI,578,2025-06-12T15:06:00+00:00,refactor,56
microsoft/typescript-go,testdata/baselines/reference/config/tsconfigParsing/null overrides with multiple extends levels with json api.js,"Copilot, GitHub",AI,48,2025-06-30T20:36:42+00:00,1,8fbfa3e6436cbdca7499ed1acc4e89974ae5fae8,"Copilot, GitHub",AI,631,2025-06-30T20:36:42+00:00,fix,48
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/cjsErrors(module=node18).errors.txt,"Copilot, GitHub",AI,12,2025-06-12T15:06:00+00:00,1,e39346aaa6a2a5a015cb476967d9928f947b4240,"Copilot, GitHub",AI,578,2025-06-12T15:06:00+00:00,refactor,12
microsoft/typescript-go,testdata/baselines/reference/config/tsconfigParsing/null overrides in middle level of extends chain with json api.js,"Copilot, GitHub",AI,48,2025-06-30T20:36:42+00:00,1,8fbfa3e6436cbdca7499ed1acc4e89974ae5fae8,"Copilot, GitHub",AI,631,2025-06-30T20:36:42+00:00,fix,48
microsoft/typescript-go,testdata/baselines/reference/compiler/circularControlFlowNarrowingWithCurrentElement01.types,"Copilot, GitHub",AI,115,2025-07-07T21:05:41+00:00,1,7919c9a7eb002b8dfe76ff8104c3b3c79eaa5623,"Copilot, GitHub",AI,260,2025-07-07T21:05:41+00:00,test,115
microsoft/typescript-go,testdata/baselines/reference/compiler/parameterPropertyWithDefaultValue.types,"Copilot, GitHub",AI,11,2025-07-30T14:58:40+00:00,1,5d60697c96dff9a05201a477d8ea069ff075e69d,"Copilot, GitHub",AI,357,2025-07-30T14:58:40+00:00,fix,11
microsoft/typescript-go,internal/ls/hover_test.go,"Copilot, GitHub",AI,97,2025-07-08T20:37:25+00:00,6,a6bad901bcd97d0c591cdd8b5c5b4ab64ed6880b,"Andrew Branch, GitHub",Human,21227,2025-08-21T18:46:58+00:00,feat,184
microsoft/typescript-go,internal/ls/hover_test.go,"Copilot, GitHub",AI,97,2025-07-08T20:37:25+00:00,6,833a67cf96734762e2e0623155463b6d1799be9a,"Jake Bailey, GitHub",Human,1271,2025-07-25T18:09:47+00:00,fix,7
microsoft/typescript-go,internal/ls/hover_test.go,"Copilot, GitHub",AI,97,2025-07-08T20:37:25+00:00,6,b0ee8b4198f3d6c36a14f4539441810085b5cec6,"Jake Bailey, GitHub",Human,3451,2025-07-24T21:47:44+00:00,feat,10
microsoft/typescript-go,internal/ls/hover_test.go,"Copilot, GitHub",AI,97,2025-07-08T20:37:25+00:00,6,96c0688f42ceb464d0d3fff46f29408c528d5476,"Nathan Shively-Sanders, GitHub",Human,1532,2025-07-18T15:42:20+00:00,refactor,86
microsoft/typescript-go,internal/ls/hover_test.go,"Copilot, GitHub",AI,97,2025-07-08T20:37:25+00:00,6,48799f0a6ec5823af4ef0f89ffa78af985388502,"Gabriela Araujo Britto, GitHub",Human,3948,2025-07-10T20:46:38+00:00,feat,2
microsoft/typescript-go,internal/ls/hover_test.go,"Copilot, GitHub",AI,97,2025-07-08T20:37:25+00:00,6,bc8d29cb2f6248c9f6fbbc9a7625634c070b8f67,"Copilot, GitHub",AI,127,2025-07-08T20:37:25+00:00,fix,97
microsoft/typescript-go,internal/lsutil/children.go,"Wesley Wigham, GitHub",Human,142,2025-06-05T19:43:52+00:00,3,24b38deb92125366ad6e7bab0cc54f41a7fcf854,"Andrew Branch, GitHub",Human,1201,2025-10-29T23:48:52+00:00,refactor,0
microsoft/typescript-go,internal/lsutil/children.go,"Wesley Wigham, GitHub",Human,142,2025-06-05T19:43:52+00:00,3,73637ac49df305316c2f053d8a2ade43479fe7bb,"Gabriela Araujo Britto, GitHub",Human,1205,2025-08-14T16:50:49+00:00,docs,18
microsoft/typescript-go,internal/lsutil/children.go,"Wesley Wigham, GitHub",Human,142,2025-06-05T19:43:52+00:00,3,bba6379291b3bdc9aa2755d648f5b6186e642ed2,"Wesley Wigham, GitHub",Human,5008,2025-06-05T19:43:52+00:00,feat,142
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/destructuringParameterDeclaration9(strict=true).types,"Jake Bailey, GitHub",Human,96,2025-06-03T22:40:51+00:00,4,2877b6f45b6dc40ed6bebac08478a1817f1539d6,"Mateusz Burzyński, GitHub",Human,248,2025-07-01T16:37:37+00:00,fix,4
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/destructuringParameterDeclaration9(strict=true).types,"Jake Bailey, GitHub",Human,96,2025-06-03T22:40:51+00:00,4,89750840c98d458dd19666e901fcf58ffc6d851a,"Oleksandr T., GitHub",Human,1508,2025-06-24T22:43:28+00:00,fix,18
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/destructuringParameterDeclaration9(strict=true).types,"Jake Bailey, GitHub",Human,96,2025-06-03T22:40:51+00:00,4,14e44b12525382bbcd04ba67d756d4b060926fed,"Matthew Brown, GitHub",Human,2704,2025-06-04T20:46:49+00:00,fix,10
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/destructuringParameterDeclaration9(strict=true).types,"Jake Bailey, GitHub",Human,96,2025-06-03T22:40:51+00:00,4,237d4cfa8a4ce5cac4fc2eef7f09452d1f6af008,"Jake Bailey, GitHub",Human,67158,2025-06-03T22:40:51+00:00,build,96
microsoft/typescript-go,testdata/baselines/reference/fourslash/findAllRef/FindAllRefsOnPrivateParameterProperty1.baseline.jsonc,"Isabel Duan, GitHub",Human,31,2025-07-08T17:43:00+00:00,4,9275bc878123a6bdd59dcec1e4f476500cd4ae88,"Gabriela Araujo Britto, GitHub",Human,61883,2025-09-12T21:35:13+00:00,chore,39
microsoft/typescript-go,testdata/baselines/reference/fourslash/findAllRef/FindAllRefsOnPrivateParameterProperty1.baseline.jsonc,"Isabel Duan, GitHub",Human,31,2025-07-08T17:43:00+00:00,4,f0484dd68bbcadb3f3b1a9426e771f9245814e54,"Daniel Rosenwasser, GitHub",Human,595739,2025-07-24T00:35:33+00:00,test,8
microsoft/typescript-go,testdata/baselines/reference/fourslash/findAllRef/FindAllRefsOnPrivateParameterProperty1.baseline.jsonc,"Isabel Duan, GitHub",Human,31,2025-07-08T17:43:00+00:00,4,3195e8ef07255a0cf2413d9a6f8e759653e321fa,"Oleksandr T., GitHub",Human,4290,2025-07-11T18:58:20+00:00,fix,4
microsoft/typescript-go,testdata/baselines/reference/fourslash/findAllRef/FindAllRefsOnPrivateParameterProperty1.baseline.jsonc,"Isabel Duan, GitHub",Human,31,2025-07-08T17:43:00+00:00,4,7347bf4f6ad9df37d26b2b6e697dfb283f02cf55,"Isabel Duan, GitHub",Human,22792,2025-07-08T17:43:00+00:00,chore,31
microsoft/typescript-go,testdata/baselines/reference/fourslash/findAllRef/ReferencesToNonPropertyNameStringLiteral.baseline.jsonc,"Isabel Duan, GitHub",Human,1,2025-07-08T17:43:00+00:00,3,9275bc878123a6bdd59dcec1e4f476500cd4ae88,"Gabriela Araujo Britto, GitHub",Human,61883,2025-09-12T21:35:13+00:00,chore,4
microsoft/typescript-go,testdata/baselines/reference/fourslash/findAllRef/ReferencesToNonPropertyNameStringLiteral.baseline.jsonc,"Isabel Duan, GitHub",Human,1,2025-07-08T17:43:00+00:00,3,f0484dd68bbcadb3f3b1a9426e771f9245814e54,"Daniel Rosenwasser, GitHub",Human,595739,2025-07-24T00:35:33+00:00,test,3
microsoft/typescript-go,testdata/baselines/reference/fourslash/findAllRef/ReferencesToNonPropertyNameStringLiteral.baseline.jsonc,"Isabel Duan, GitHub",Human,1,2025-07-08T17:43:00+00:00,3,7347bf4f6ad9df37d26b2b6e697dfb283f02cf55,"Isabel Duan, GitHub",Human,22792,2025-07-08T17:43:00+00:00,chore,1
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/APISample_WatchWithDefaults.js,"Ron Buckton, GitHub",Human,81,2025-03-18T17:45:01+00:00,3,5c2cafa54c6c6b4beee2050b02cf9c36ab69d68c,"Jake Bailey, GitHub",Human,6463,2025-10-24T16:41:36+00:00,fix,4
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/APISample_WatchWithDefaults.js,"Ron Buckton, GitHub",Human,81,2025-03-18T17:45:01+00:00,3,1ae17714e3afbeeb23bae0be3bcc0933f9b43337,"Ron Buckton, GitHub",Human,104942,2025-03-19T21:40:11+00:00,docs,15
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/APISample_WatchWithDefaults.js,"Ron Buckton, GitHub",Human,81,2025-03-18T17:45:01+00:00,3,7a99cd9da5e3996757b94a98e43e9f857ad4e51c,"Ron Buckton, GitHub",Human,969377,2025-03-18T17:45:01+00:00,feat,81
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/declarationEmitPathMappingMonorepo2.js,"Ron Buckton, GitHub",Human,36,2025-03-18T17:45:01+00:00,3,a4fa408e0a3f2ee689c9f762bc95d9764e3260c1,"Andrew Branch, GitHub",Human,62563,2025-10-27T23:38:07+00:00,build,41
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/declarationEmitPathMappingMonorepo2.js,"Ron Buckton, GitHub",Human,36,2025-03-18T17:45:01+00:00,3,6fc5cb82070eaa9449efd029e72518c72afbcd9b,"Wesley Wigham, GitHub",Human,553691,2025-05-29T15:31:56+00:00,feat,5
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/declarationEmitPathMappingMonorepo2.js,"Ron Buckton, GitHub",Human,36,2025-03-18T17:45:01+00:00,3,7a99cd9da5e3996757b94a98e43e9f857ad4e51c,"Ron Buckton, GitHub",Human,969377,2025-03-18T17:45:01+00:00,feat,36
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/declarationMapsWithSourceMap.sourcemap.txt.diff,"Ron Buckton, GitHub",Human,534,2025-04-09T19:57:21+00:00,5,678ab6fede87d3a7f33130b1532fee66eb219df4,"Jake Bailey, GitHub",Human,14182,2025-07-11T16:22:28+00:00,fix,494
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/declarationMapsWithSourceMap.sourcemap.txt.diff,"Ron Buckton, GitHub",Human,534,2025-04-09T19:57:21+00:00,5,5d559e39af5359375563ba24c8a2eb54458efa88,"Jake Bailey, GitHub",Human,341410,2025-06-18T21:42:49+00:00,build,375
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/declarationMapsWithSourceMap.sourcemap.txt.diff,"Ron Buckton, GitHub",Human,534,2025-04-09T19:57:21+00:00,5,6fc5cb82070eaa9449efd029e72518c72afbcd9b,"Wesley Wigham, GitHub",Human,553691,2025-05-29T15:31:56+00:00,feat,242
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/declarationMapsWithSourceMap.sourcemap.txt.diff,"Ron Buckton, GitHub",Human,534,2025-04-09T19:57:21+00:00,5,4764672ab5f048554d3fe7134aee1cec6bd85e1c,"Wesley Wigham, GitHub",Human,375544,2025-05-23T19:39:27+00:00,build,81
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/declarationMapsWithSourceMap.sourcemap.txt.diff,"Ron Buckton, GitHub",Human,534,2025-04-09T19:57:21+00:00,5,1da26057f2d153f69fab6b42552929df3297a2c3,"Ron Buckton, GitHub",Human,230520,2025-04-09T19:57:21+00:00,feat,534
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,10186e07d30f84cc529eb78db61f4527d4cd95e8,"Jake Bailey, GitHub",Human,2369,2025-10-31T17:28:40+00:00,refactor,34
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,24b38deb92125366ad6e7bab0cc54f41a7fcf854,"Andrew Branch, GitHub",Human,1201,2025-10-29T23:48:52+00:00,refactor,32
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,18eabddc6bbcf09d972b28f87a7c0f0b450b09fe,"Anders Hejlsberg, GitHub",Human,211,2025-10-23T18:50:27+00:00,feat,6
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,5cb55d46bd0a471a5e7db348e23f45c5c0a1d6f2,"Isabel Duan, GitHub",Human,1160,2025-10-22T22:38:50+00:00,feat,33
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,087464231ae849d7cd71df9e89e1bff4b40303d1,"Andrew Branch, GitHub",Human,10205,2025-10-22T18:46:43+00:00,test,113
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,5a50e1b2f503983e6239a02d2d8acf851387ab8f,"Mateusz Burzyński, GitHub",Human,1,2025-10-07T14:38:45+00:00,fix,1
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,688c31d45e56b40f161599abcdcc038792d933f4,"Isabel Duan, GitHub",Human,401,2025-10-02T23:57:53+00:00,refactor,29
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,62777113ced3563f85c789f8b77c3368aa86212a,"Gabriela Araujo Britto, GitHub",Human,304,2025-10-01T18:15:34+00:00,style,8
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,e8a09209e2812d4a2df3b34634f1d81e88b60f43,"Gabriela Araujo Britto, GitHub",Human,49,2025-09-04T15:24:16+00:00,fix,6
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,4a5c3e2d21f7fc918f7be571c04d975054002db5,"Isabel Duan, GitHub",Human,96,2025-09-03T20:34:59+00:00,refactor,5
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,98d2daf0cbc4b4b4ccae71adfda0ca428c35702b,"Gabriela Araujo Britto, GitHub",Human,93,2025-09-03T16:31:18+00:00,fix,74
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,cd1737dce7f44c32f1f4103312d7b839965c01bf,"Carlos Meira, GitHub",Human,2,2025-09-02T15:23:50+00:00,fix,2
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,1182233f6baba67c4e0421bbbbadd1c0045070ad,"Isabel Duan, GitHub",Human,5108,2025-08-29T17:35:29+00:00,feat,833
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,d85436e9a34a27ed2c3dd77767574717e22ccf85,"Jake Bailey, GitHub",Human,25,2025-08-26T16:02:19+00:00,perf,25
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,c57ff201eec5efe6fc383c196511294ebec68901,"Wesley Wigham, GitHub",Human,501,2025-08-18T20:29:55+00:00,chore,5
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,ae2bacc8a4599cb6f80a4643a52635a403210535,"Jake Bailey, GitHub",Human,208,2025-08-14T23:44:31+00:00,fix,4
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,73637ac49df305316c2f053d8a2ade43479fe7bb,"Gabriela Araujo Britto, GitHub",Human,1205,2025-08-14T16:50:49+00:00,docs,775
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,3205d2ea13eaef3ebac6792c199f16c43dbce2ca,"Gabriela Araujo Britto, GitHub",Human,223,2025-08-13T21:27:37+00:00,test,14
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24T15:17:25+00:00,56,fc4f2039c877fd3e851a3653f7a518346a023b32,"Jake Bailey, GitHub",Human,185,2025-08-04T17:38:15+00:00,refactor,2
