repository_name,file_name,file_creators,file_created_by,file_line_count,file_creation_date,file_commit_count,commit_hash,commit_authors,commit_created_by,commit_changed_lines,commit_date,commit_classification,file_specific_changed_lines
ComposioHQ/composio,ts/packages/providers/openai/src/OpenAIResponsesProvider.ts,haxzie,Human,313,2025-06-16 14:18:40,9,cea1b4881da3fca02ab50cb851a91891d198e957,"lingalarahul7, GitHub",Human,188,2025-07-21T11:44:47+00:00,feat,1
ComposioHQ/composio,ts/packages/providers/openai/src/OpenAIResponsesProvider.ts,haxzie,Human,313,2025-06-16 14:18:40,9,a7187dcfcb8c914439e0dd3557253b7789f6a928,Utkarsh Dixit,Human,98,2025-07-10T05:30:16+00:00,docs,1
ComposioHQ/composio,ts/packages/providers/openai/src/OpenAIResponsesProvider.ts,haxzie,Human,313,2025-06-16 14:18:40,9,63f76f4faa70fdee643f233a33a1e4c780e4c572,"Apoorv Taneja, GitHub",Human,542,2025-06-19T10:20:40+00:00,feat,54
ComposioHQ/composio,ts/packages/providers/openai/src/OpenAIResponsesProvider.ts,haxzie,Human,313,2025-06-16 14:18:40,9,fa08d209ca5fe174f22028f40019c5e9e14ff213,"Apoorv Taneja, GitHub",Human,3439,2025-06-18T09:37:30+00:00,chore,63
ComposioHQ/composio,ts/packages/providers/openai/src/OpenAIResponsesProvider.ts,haxzie,Human,313,2025-06-16 14:18:40,9,f5df207db22d7360e5729167a8f542f857db35ea,haxzie,Human,12,2025-06-16T14:22:20+00:00,style,1
ComposioHQ/composio,ts/packages/providers/openai/src/OpenAIResponsesProvider.ts,haxzie,Human,313,2025-06-16 14:18:40,9,8f527fce0047585d590690ff89f369d552c22fe6,haxzie,Human,491,2025-06-16T14:18:40+00:00,ci,0
remotion-dev/remotion,packages/template-recorder/remotion/captions/editor/Footer.tsx,copilot-swe-agent[bot],AI,69,2025-06-17 06:27:22,5,cf238dabd1c53dcfdc745c16f917021f1aa6acc9,JonnyBurger,Human,2217,2025-08-13T06:47:55+00:00,style,38
remotion-dev/remotion,packages/template-recorder/remotion/captions/editor/Footer.tsx,copilot-swe-agent[bot],AI,69,2025-06-17 06:27:22,5,b9a42ddff6c7c460dea9c07b89a9754d55d7670e,JonnyBurger,Human,2216,2025-08-13T06:30:27+00:00,style,38
remotion-dev/remotion,packages/template-recorder/remotion/captions/editor/Footer.tsx,copilot-swe-agent[bot],AI,69,2025-06-17 06:27:22,5,5622a6f33bc1611e0ff7df881d8254e5019473ed,JonnyBurger,Human,2217,2025-08-13T06:28:56+00:00,style,38
remotion-dev/remotion,packages/template-recorder/remotion/captions/editor/Footer.tsx,copilot-swe-agent[bot],AI,69,2025-06-17 06:27:22,5,d35bb52c1d7bebac37403f51d4bfe4e07102fe2e,copilot-swe-agent[bot],AI,2243,2025-08-10T18:40:23+00:00,refactor,38
remotion-dev/remotion,packages/template-recorder/remotion/captions/editor/Footer.tsx,copilot-swe-agent[bot],AI,69,2025-06-17 06:27:22,5,1436bbb435dc39d5b9bc886ed30b1205f4e637cd,copilot-swe-agent[bot],AI,17380,2025-06-17T06:27:22+00:00,build,69
remotion-dev/remotion,packages/template-recorder/remotion/calculate-metadata/get-camera.ts,copilot-swe-agent[bot],AI,126,2025-06-17 06:27:22,5,cf238dabd1c53dcfdc745c16f917021f1aa6acc9,JonnyBurger,Human,2217,2025-08-13T06:47:55+00:00,style,18
remotion-dev/remotion,packages/template-recorder/remotion/calculate-metadata/get-camera.ts,copilot-swe-agent[bot],AI,126,2025-06-17 06:27:22,5,b9a42ddff6c7c460dea9c07b89a9754d55d7670e,JonnyBurger,Human,2216,2025-08-13T06:30:27+00:00,style,18
remotion-dev/remotion,packages/template-recorder/remotion/calculate-metadata/get-camera.ts,copilot-swe-agent[bot],AI,126,2025-06-17 06:27:22,5,5622a6f33bc1611e0ff7df881d8254e5019473ed,JonnyBurger,Human,2217,2025-08-13T06:28:56+00:00,style,18
remotion-dev/remotion,packages/template-recorder/remotion/calculate-metadata/get-camera.ts,copilot-swe-agent[bot],AI,126,2025-06-17 06:27:22,5,d35bb52c1d7bebac37403f51d4bfe4e07102fe2e,copilot-swe-agent[bot],AI,2243,2025-08-10T18:40:23+00:00,refactor,18
remotion-dev/remotion,packages/template-recorder/remotion/calculate-metadata/get-camera.ts,copilot-swe-agent[bot],AI,126,2025-06-17 06:27:22,5,1436bbb435dc39d5b9bc886ed30b1205f4e637cd,copilot-swe-agent[bot],AI,17380,2025-06-17T06:27:22+00:00,build,126
remotion-dev/remotion,packages/template-recorder/index.html,copilot-swe-agent[bot],AI,14,2025-06-17 06:27:22,1,1436bbb435dc39d5b9bc886ed30b1205f4e637cd,copilot-swe-agent[bot],AI,17380,2025-06-17T06:27:22+00:00,build,14
remotion-dev/remotion,packages/docs/docs/media-parser/webcodecs-timescale.mdx,Jonny Burger,Human,56,2025-05-15 17:13:29,5,0e180c200a635e0a0414da5f68e7246409d4eb0b,Jonny Burger,Human,103,2025-09-23T12:38:10+00:00,docs,4
remotion-dev/remotion,packages/docs/docs/media-parser/webcodecs-timescale.mdx,Jonny Burger,Human,56,2025-05-15 17:13:29,5,3be76724062fc5e34486a30e4acf2c60b7e24b30,Jonny Burger,Human,289,2025-09-01T13:55:58+00:00,docs,4
remotion-dev/remotion,packages/docs/docs/media-parser/webcodecs-timescale.mdx,Jonny Burger,Human,56,2025-05-15 17:13:29,5,dacd0d35a8f61d326de36e5c5ba6670d3cbec423,Jonny Burger,Human,8,2025-05-15T17:41:28+00:00,docs,8
remotion-dev/remotion,packages/docs/docs/media-parser/webcodecs-timescale.mdx,Jonny Burger,Human,56,2025-05-15 17:13:29,5,db8653ea21b90800401ea89ecb0d4bbc7d387db7,Jonny Burger,Human,2,2025-05-15T17:29:06+00:00,docs,2
remotion-dev/remotion,packages/docs/docs/media-parser/webcodecs-timescale.mdx,Jonny Burger,Human,56,2025-05-15 17:13:29,5,3d42512b2b1039a3f3b5083d5a73160cd1daeb5c,Jonny Burger,Human,7909,2025-05-15T17:13:29+00:00,docs,56
remotion-dev/remotion,packages/template-recorder/public/welcome/webcam1711527265610.mp4,copilot-swe-agent[bot],Human,0,2025-06-17 06:27:22,1,1436bbb435dc39d5b9bc886ed30b1205f4e637cd,copilot-swe-agent[bot],AI,17380,2025-06-17T06:27:22+00:00,build,0
remotion-dev/remotion,packages/template-react-router/deploy.mjs,Jonny Burger,Human,77,2025-02-27 12:37:05,4,6941b53304d050ee7ec883a32fb5495da71db01f,Jonny Burger,Human,64,2025-02-27T13:16:03+00:00,fix,2
remotion-dev/remotion,packages/template-react-router/deploy.mjs,Jonny Burger,Human,77,2025-02-27 12:37:05,4,54f60412ca3e0c9b8e56a6b0eeae63745ea866e3,Jonny Burger,Human,129,2025-02-27T13:02:09+00:00,docs,27
remotion-dev/remotion,packages/template-react-router/deploy.mjs,Jonny Burger,Human,77,2025-02-27 12:37:05,4,f71fb27ae6c597374dd2e0b9be7d8089b71cf6d2,Jonny Burger,Human,33,2025-02-27T12:40:15+00:00,chore,33
remotion-dev/remotion,packages/template-react-router/deploy.mjs,Jonny Burger,Human,77,2025-02-27 12:37:05,4,01391386197c18612e7e0520054957064e4eb71a,Jonny Burger,Human,1041,2025-02-27T12:37:05+00:00,refactor,61
dotnet/core,release-notes/10.0/preview/preview5/aspnetcore.md,"Copilot, GitHub",AI,170,2025-06-07 05:09:32,2,215900a2bdfc482fc063974d962979720a23ef7c,"James Montemagno, GitHub",Human,2256,2025-06-10T16:57:27+00:00,docs,2
dotnet/core,release-notes/10.0/preview/preview5/aspnetcore.md,"Copilot, GitHub",AI,170,2025-06-07 05:09:32,2,778316883cf6a80dfa58078571ad2e6ff6a1f771,"Copilot, GitHub",AI,170,2025-06-07T05:09:32+00:00,docs,170
dotnet/core,release-notes/10.0/preview/preview4/api-diff/Microsoft.NETCore.App/10.0-preview4.md,"Carlos Sánchez López, GitHub",Human,16,2025-05-21 21:36:46,2,a8e850539f11e44ed6d28c5026983689ee7a4b0d,"Eric StJohn, GitHub",Human,6549,2025-08-04T15:42:36+00:00,docs,1
dotnet/core,release-notes/10.0/preview/preview4/api-diff/Microsoft.NETCore.App/10.0-preview4.md,"Carlos Sánchez López, GitHub",Human,16,2025-05-21 21:36:46,2,247b82d462e5e29f1811d196d564ae4f0798e3fd,"Carlos Sánchez López, GitHub",Human,848,2025-05-21T21:36:46+00:00,docs,16
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences1.js,"Copilot, GitHub",AI,65,2025-06-12 15:06:00,4,869519d91b54cea484f2356dfb56c8f6ce3d719b,"Anders Hejlsberg, GitHub",Human,4361,2025-09-17T06:18:43+00:00,feat,1
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences1.js,"Copilot, GitHub",AI,65,2025-06-12 15:06:00,4,72edb9e527d5546e395520e49e9985a206207b7e,"Sheetal Nandi, GitHub",Human,937,2025-08-15T04:15:35+00:00,test,1
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences1.js,"Copilot, GitHub",AI,65,2025-06-12 15:06:00,4,5e6bd1efcfb0020fc221d06492248db780d68eb1,"Sheetal Nandi, GitHub",Human,18090,2025-07-24T04:11:44+00:00,feat,115
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences1.js,"Copilot, GitHub",AI,65,2025-06-12 15:06:00,4,e39346aaa6a2a5a015cb476967d9928f947b4240,"Copilot, GitHub",AI,578,2025-06-12T15:06:00+00:00,refactor,65
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12 15:06:00,7,7fbbe042e1f47171fc70146f22b3635b3ba55a72,"Sheetal Nandi, GitHub",Human,122375,2025-08-21T23:33:03+00:00,build,12
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12 15:06:00,7,72edb9e527d5546e395520e49e9985a206207b7e,"Sheetal Nandi, GitHub",Human,937,2025-08-15T04:15:35+00:00,test,2
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12 15:06:00,7,18bc2205ee6a234ee2351789a60f814c38904699,"Sheetal Nandi, GitHub",Human,669,2025-08-12T18:43:11+00:00,refactor,8
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12 15:06:00,7,62d310aab9474c41241f9daddfe39985f77a8997,"Jake Bailey, GitHub",Human,1997,2025-08-04T17:22:42+00:00,build,20
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12 15:06:00,7,e4e03ca27098c32ac9daa08b94ade2a191c959b9,"Jake Bailey, GitHub",Human,5392,2025-07-31T06:59:28+00:00,build,10
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12 15:06:00,7,5e6bd1efcfb0020fc221d06492248db780d68eb1,"Sheetal Nandi, GitHub",Human,18090,2025-07-24T04:11:44+00:00,feat,165
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences3.js,"Copilot, GitHub",AI,60,2025-06-12 15:06:00,7,e39346aaa6a2a5a015cb476967d9928f947b4240,"Copilot, GitHub",AI,578,2025-06-12T15:06:00+00:00,refactor,60
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12 15:06:00,7,7fbbe042e1f47171fc70146f22b3635b3ba55a72,"Sheetal Nandi, GitHub",Human,122375,2025-08-21T23:33:03+00:00,build,12
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12 15:06:00,7,72edb9e527d5546e395520e49e9985a206207b7e,"Sheetal Nandi, GitHub",Human,937,2025-08-15T04:15:35+00:00,test,2
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12 15:06:00,7,18bc2205ee6a234ee2351789a60f814c38904699,"Sheetal Nandi, GitHub",Human,669,2025-08-12T18:43:11+00:00,refactor,8
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12 15:06:00,7,62d310aab9474c41241f9daddfe39985f77a8997,"Jake Bailey, GitHub",Human,1997,2025-08-04T17:22:42+00:00,build,20
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12 15:06:00,7,e4e03ca27098c32ac9daa08b94ade2a191c959b9,"Jake Bailey, GitHub",Human,5392,2025-07-31T06:59:28+00:00,build,10
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12 15:06:00,7,5e6bd1efcfb0020fc221d06492248db780d68eb1,"Sheetal Nandi, GitHub",Human,18090,2025-07-24T04:11:44+00:00,feat,157
microsoft/typescript-go,testdata/baselines/reference/tsc/projectReferences/rewriteRelativeImportExtensionsProjectReferences2.js,"Copilot, GitHub",AI,56,2025-06-12 15:06:00,7,e39346aaa6a2a5a015cb476967d9928f947b4240,"Copilot, GitHub",AI,578,2025-06-12T15:06:00+00:00,refactor,56
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/cjsErrors(module=node18).errors.txt,"Copilot, GitHub",AI,12,2025-06-12 15:06:00,1,e39346aaa6a2a5a015cb476967d9928f947b4240,"Copilot, GitHub",AI,578,2025-06-12T15:06:00+00:00,refactor,12
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/destructuringParameterDeclaration9(strict=true).types,"Jake Bailey, GitHub",Human,96,2025-06-03 22:40:51,4,2877b6f45b6dc40ed6bebac08478a1817f1539d6,"Mateusz Burzyński, GitHub",Human,248,2025-07-01T16:37:37+00:00,fix,4
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/destructuringParameterDeclaration9(strict=true).types,"Jake Bailey, GitHub",Human,96,2025-06-03 22:40:51,4,89750840c98d458dd19666e901fcf58ffc6d851a,"Oleksandr T., GitHub",Human,1508,2025-06-24T22:43:28+00:00,fix,18
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/destructuringParameterDeclaration9(strict=true).types,"Jake Bailey, GitHub",Human,96,2025-06-03 22:40:51,4,14e44b12525382bbcd04ba67d756d4b060926fed,"Matthew Brown, GitHub",Human,2704,2025-06-04T20:46:49+00:00,fix,10
microsoft/typescript-go,testdata/baselines/reference/submodule/conformance/destructuringParameterDeclaration9(strict=true).types,"Jake Bailey, GitHub",Human,96,2025-06-03 22:40:51,4,237d4cfa8a4ce5cac4fc2eef7f09452d1f6af008,"Jake Bailey, GitHub",Human,67158,2025-06-03T22:40:51+00:00,build,96
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/APISample_WatchWithDefaults.js,"Ron Buckton, GitHub",Human,81,2025-03-18 17:45:01,3,5c2cafa54c6c6b4beee2050b02cf9c36ab69d68c,"Jake Bailey, GitHub",Human,6463,2025-10-24T16:41:36+00:00,fix,4
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/APISample_WatchWithDefaults.js,"Ron Buckton, GitHub",Human,81,2025-03-18 17:45:01,3,1ae17714e3afbeeb23bae0be3bcc0933f9b43337,"Ron Buckton, GitHub",Human,104942,2025-03-19T21:40:11+00:00,docs,15
microsoft/typescript-go,testdata/baselines/reference/submodule/compiler/APISample_WatchWithDefaults.js,"Ron Buckton, GitHub",Human,81,2025-03-18 17:45:01,3,7a99cd9da5e3996757b94a98e43e9f857ad4e51c,"Ron Buckton, GitHub",Human,969377,2025-03-18T17:45:01+00:00,feat,81
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,10186e07d30f84cc529eb78db61f4527d4cd95e8,"Jake Bailey, GitHub",Human,2369,2025-10-31T17:28:40+00:00,refactor,34
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,24b38deb92125366ad6e7bab0cc54f41a7fcf854,"Andrew Branch, GitHub",Human,1201,2025-10-29T23:48:52+00:00,refactor,32
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,18eabddc6bbcf09d972b28f87a7c0f0b450b09fe,"Anders Hejlsberg, GitHub",Human,211,2025-10-23T18:50:27+00:00,feat,6
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,5cb55d46bd0a471a5e7db348e23f45c5c0a1d6f2,"Isabel Duan, GitHub",Human,1160,2025-10-22T22:38:50+00:00,feat,33
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,087464231ae849d7cd71df9e89e1bff4b40303d1,"Andrew Branch, GitHub",Human,10205,2025-10-22T18:46:43+00:00,test,113
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,5a50e1b2f503983e6239a02d2d8acf851387ab8f,"Mateusz Burzyński, GitHub",Human,1,2025-10-07T14:38:45+00:00,fix,1
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,688c31d45e56b40f161599abcdcc038792d933f4,"Isabel Duan, GitHub",Human,401,2025-10-02T23:57:53+00:00,refactor,29
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,62777113ced3563f85c789f8b77c3368aa86212a,"Gabriela Araujo Britto, GitHub",Human,304,2025-10-01T18:15:34+00:00,style,8
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,e8a09209e2812d4a2df3b34634f1d81e88b60f43,"Gabriela Araujo Britto, GitHub",Human,49,2025-09-04T15:24:16+00:00,fix,6
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,4a5c3e2d21f7fc918f7be571c04d975054002db5,"Isabel Duan, GitHub",Human,96,2025-09-03T20:34:59+00:00,refactor,5
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,98d2daf0cbc4b4b4ccae71adfda0ca428c35702b,"Gabriela Araujo Britto, GitHub",Human,93,2025-09-03T16:31:18+00:00,fix,74
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,cd1737dce7f44c32f1f4103312d7b839965c01bf,"Carlos Meira, GitHub",Human,2,2025-09-02T15:23:50+00:00,fix,2
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,1182233f6baba67c4e0421bbbbadd1c0045070ad,"Isabel Duan, GitHub",Human,5108,2025-08-29T17:35:29+00:00,feat,833
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,d85436e9a34a27ed2c3dd77767574717e22ccf85,"Jake Bailey, GitHub",Human,25,2025-08-26T16:02:19+00:00,perf,25
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,c57ff201eec5efe6fc383c196511294ebec68901,"Wesley Wigham, GitHub",Human,501,2025-08-18T20:29:55+00:00,chore,5
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,ae2bacc8a4599cb6f80a4643a52635a403210535,"Jake Bailey, GitHub",Human,208,2025-08-14T23:44:31+00:00,fix,4
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,73637ac49df305316c2f053d8a2ade43479fe7bb,"Gabriela Araujo Britto, GitHub",Human,1205,2025-08-14T16:50:49+00:00,docs,775
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,3205d2ea13eaef3ebac6792c199f16c43dbce2ca,"Gabriela Araujo Britto, GitHub",Human,223,2025-08-13T21:27:37+00:00,test,14
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,fc4f2039c877fd3e851a3653f7a518346a023b32,"Jake Bailey, GitHub",Human,185,2025-08-04T17:38:15+00:00,refactor,2
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,e4e03ca27098c32ac9daa08b94ade2a191c959b9,"Jake Bailey, GitHub",Human,5392,2025-07-31T06:59:28+00:00,build,8
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,62a8b8931900b0a7de250f04850076a47cc5c97a,"Gabriela Araujo Britto, GitHub",Human,238,2025-07-30T20:16:58+00:00,feat,52
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,833a67cf96734762e2e0623155463b6d1799be9a,"Jake Bailey, GitHub",Human,1271,2025-07-25T18:09:47+00:00,fix,5
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,f616d7f0474288b5bd660e6636f7b2323a097aab,"Copilot, GitHub",AI,32,2025-07-22T16:11:14+00:00,fix,2
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,d9f6961a5f13932aaebfa9835f3be92dbd733240,"Gabriela Araujo Britto, GitHub",Human,1273,2025-07-22T03:02:46+00:00,refactor,142
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,256441c6b817eb6a70a8c2e556479bc6414d40aa,"Gabriela Araujo Britto, GitHub",Human,176,2025-07-15T18:25:31+00:00,fix,7
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,e62a044d0a272806816c19101d96051bbec16c49,"Gabriela Araujo Britto, GitHub",Human,114,2025-07-15T15:46:32+00:00,refactor,1
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,f9ca2a1d8ee34a19f21b909d1164c7b52a8f17c3,"Gabriela Araujo Britto, GitHub",Human,113,2025-07-14T22:38:45+00:00,fix,27
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,48799f0a6ec5823af4ef0f89ffa78af985388502,"Gabriela Araujo Britto, GitHub",Human,3948,2025-07-10T20:46:38+00:00,feat,297
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,69a1fc57dbce0d755297b29678390fe097452730,"Mateusz Burzyński, GitHub",Human,100,2025-07-03T19:16:08+00:00,test,20
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,de7975ad5b2fe7ff44589ee8a0dae8c48a0f6a36,"Mateusz Burzyński, GitHub",Human,1856,2025-07-02T16:51:56+00:00,fix,127
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,05c0e2b9db8bb4f0b8ec8e56e308baf2589ca319,"Gabriela Araujo Britto, GitHub",Human,37752,2025-06-27T21:57:31+00:00,feat,152
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,64e8a997ed35c4c4f2092e974bfa12a6458d6555,"Gabriela Araujo Britto, GitHub",Human,8,2025-06-24T00:07:12+00:00,fix,8
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,f47373a9e328190b0a0ce7c15a34e4b398e0c375,"Gabriela Araujo Britto, GitHub",Human,1021,2025-06-18T22:37:03+00:00,test,28
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,48fa6e4def1fa9fe17f37bc0a2e012bf0b825ad8,"Jake Bailey, GitHub",Human,1185,2025-06-17T16:16:28+00:00,refactor,2
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,f28cbe476c36b847e610c5321ace9f035b7de155,"Jake Bailey, GitHub",Human,2706,2025-06-16T23:21:53+00:00,refactor,21
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,5123fe8fadf268e95c611ce0cb5b1458c946f36f,"Isabel Duan, GitHub",Human,340,2025-06-13T01:39:07+00:00,feat,8
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,72d2ee651371b71ed798ffbb721055b32d926d2a,"Sheetal Nandi, GitHub",Human,455,2025-06-10T17:15:34+00:00,refactor,60
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,4fb79221570340568927d61ec526110d9f29c6ba,"Gabriela Araujo Britto, GitHub",Human,24257,2025-06-06T20:45:04+00:00,chore,60
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,bba6379291b3bdc9aa2755d648f5b6186e642ed2,"Wesley Wigham, GitHub",Human,5008,2025-06-05T19:43:52+00:00,feat,13
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,f7c1c37e77156c45a0dfbaa80cabea4053136d9d,"Sheetal Nandi, GitHub",Human,177,2025-06-04T18:21:34+00:00,refactor,4
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,6f5e2b929dbfa099813224e1f1c902ab31d3692a,"Gabriela Araujo Britto, GitHub",Human,401,2025-06-04T18:07:30+00:00,fix,234
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,6fc5cb82070eaa9449efd029e72518c72afbcd9b,"Wesley Wigham, GitHub",Human,553691,2025-05-29T15:31:56+00:00,feat,2
microsoft/typescript-go,internal/ls/completions.go,"Gabriela Araujo Britto, GitHub",Human,2321,2025-04-24 15:17:25,56,6cd594992281712c71edf8c3f6360b02eacfccd4,"Gabriela Araujo Britto, GitHub",Human,1787,2025-05-23T17:40:46+00:00,feat,65
